soil_moisture,temperature,humidity,light_intensity,door_state,fan_status,light_status,pump_status,buzzer_status
990,23.545575077428808,87.08492911036639,937,1,1,0,1,1
901,20.68934599332145,50.04748369339758,302,0,1,0,0,1
900,25.412862231939503,86.07877136867648,530,1,1,0,1,0
524,25.123103519978514,34.26809826904051,542,1,0,1,0,0
211,27.101885948025046,27.294372683223717,847,1,0,1,1,1
301,25.591533238699384,41.52636065981288,736,0,1,0,0,1
798,33.72020723820709,59.21719300612593,781,0,1,0,0,1
127,33.979699881124944,45.20188253306429,64,1,1,1,0,1
588,25.528705173352492,29.106438796142754,938,0,0,0,0,0
621,15.541344967900788,50.08637102589286,750,0,1,1,0,0
297,26.49208026850996,53.852484743762474,327,0,1,1,1,1
883,29.45048384329113,52.80284778062561,113,1,0,0,0,0
728,26.74394794694046,38.53568254633956,139,0,0,0,1,1
293,24.32362225887821,83.50897724469588,845,1,0,0,1,0
943,30.679647238531047,50.04643580956297,62,0,0,0,0,1
291,33.68421303217467,45.42592120680504,270,1,1,1,0,1
259,25.06956726654188,82.63005908574513,979,1,0,1,1,0
777,15.223446096223805,22.253634114424532,609,1,1,0,1,1
384,30.598322552580033,82.98370943030662,391,1,1,1,0,0
906,23.059169849096325,84.68707181424082,1019,0,0,0,1,0
482,17.789963808494484,69.68927628183752,510,0,0,1,1,1
876,20.43324371246168,69.94878522989107,169,1,0,0,0,1
314,32.53622719055129,46.36105670460159,238,1,0,1,1,1
514,17.762579773396403,59.971168216531474,759,1,1,1,0,1
742,29.942539325584693,52.62347647836651,769,0,0,0,0,0
689,26.28795592524574,89.53184904373539,464,0,0,1,1,1
69,22.89409282334324,82.02664017431154,348,0,0,1,1,1
314,20.01526659756343,26.618619824180186,772,0,1,0,1,1
652,30.926558782152583,25.991768322457833,12,1,1,1,0,0
488,19.35740690574599,87.86445057037467,672,0,1,1,0,1
268,24.31530908640876,21.22843105202294,20,0,1,0,1,0
845,24.624742388898277,50.55065002440591,335,0,1,0,0,1
728,15.38700563103774,39.46597435432513,26,0,0,1,0,1
167,34.194477293565484,40.36758299972112,569,0,1,1,1,1
196,31.088640401716315,37.621739030785406,896,1,0,1,1,1
426,24.36140919853893,41.028516981655926,253,0,1,1,1,1
377,18.087433415998674,55.05948662310711,228,0,1,0,0,0
20,30.877113143580118,73.12281419658629,791,1,0,1,0,0
292,20.05521201912824,48.66684608456796,19,0,1,1,1,1
280,32.256086257863394,21.90475021273951,754,0,1,1,1,1
1014,24.027895359380963,42.92069843282026,786,0,0,0,0,1
176,21.647247271002694,46.60388627766858,62,1,1,1,0,0
519,19.384033690291208,88.78269827735411,175,0,1,0,0,1
81,32.12723916569157,70.57254236799906,751,0,1,1,1,0
652,30.115696205554656,58.25896867515547,259,1,1,1,1,1
325,34.841823830999886,67.77530685688792,398,0,1,0,0,0
115,17.146135396278808,56.125232005413366,167,0,1,1,1,1
426,17.094988088141385,41.0084236646142,860,1,1,1,1,1
964,34.98347536375124,41.22245900857682,342,0,1,1,0,0
557,26.650090307378658,41.81425247832668,531,0,0,1,0,0
539,28.21425975173058,21.214730565509292,849,0,1,0,1,0
137,32.31934818436138,67.67071338416338,504,1,1,0,0,0
322,30.26824231548207,27.535593375668235,172,1,1,1,1,0
1021,29.385281815910343,44.6680390721336,975,0,1,0,0,1
269,28.04755214203631,29.314041688538047,618,1,1,0,1,0
626,24.96114849483289,35.624291601208384,925,0,1,0,1,1
64,15.463280611286907,81.85568894814841,530,1,1,0,1,1
827,20.683152869959464,77.48507446130917,615,0,0,1,0,1
245,20.998536965276866,51.492890247857304,718,0,0,0,1,0
428,17.45572229791181,67.62297583468153,186,1,0,0,1,1
939,17.823054844067315,88.29827688812107,88,1,0,1,1,0
271,16.552684991143995,40.24575898129719,59,0,1,0,0,1
511,33.97889931129198,87.28931418566532,132,0,0,0,0,1
797,32.69941666200074,20.975499741369624,845,1,0,1,0,1
109,15.411291601492717,53.896181540356494,476,0,0,1,0,1
122,18.100428614228555,84.60024517207128,333,1,0,1,1,1
126,22.326459023536053,53.28785669583533,618,0,1,0,1,0
152,31.162266574249852,20.14909064031803,216,1,0,0,1,0
190,34.48294981876413,51.06830702865362,626,0,0,0,1,0
175,29.045648990200938,70.07364258259392,18,0,0,1,1,0
708,32.786656639116856,59.65845193075247,115,0,1,0,1,0
324,19.0253006996206,72.61536667620342,676,0,1,1,1,0
916,24.910094531508534,79.25291112232544,503,0,0,0,0,0
605,18.84923248897406,27.564587545672225,795,0,0,0,1,0
3,23.995321001606413,48.862320095540625,638,0,1,0,0,1
556,25.516414178757977,31.654240695391454,215,0,1,1,1,1
563,29.862355006123448,21.703759631045692,99,1,1,0,1,1
586,19.725847619607137,53.593667456311636,154,1,0,0,1,0
310,15.604826324658173,47.481910502068274,363,0,1,0,0,0
442,23.133034469857915,51.35722731349554,658,0,0,1,0,0
398,30.539051248189214,45.197440971880184,804,1,1,0,0,1
184,28.995713326811565,26.972124474070842,342,1,1,1,0,0
189,23.917661481071917,26.116453968870026,775,0,1,0,0,1
755,27.98163795449455,32.679664634579495,414,1,0,0,1,0
513,24.152305897528652,50.88339630382019,701,1,0,0,1,1
84,22.946868514888443,43.14389816769041,488,1,1,0,1,0
670,15.332893840329248,23.302136178004876,489,1,1,1,1,0
84,32.44226511939236,45.2752793059452,889,0,1,0,1,0
653,28.737573366472105,34.89410197413446,445,0,0,0,0,0
222,30.72524058937706,44.71160556322425,821,1,1,1,0,1
653,32.86452451770698,26.80001937264656,56,1,1,1,0,0
387,30.94207823899097,25.986194493483303,753,0,0,0,1,1
486,18.364387748547962,37.20012264649703,430,1,1,1,1,0
886,25.31600383660613,32.65687837650778,562,1,0,0,1,0
150,30.227989481135243,52.94876691992754,733,0,0,0,0,1
769,19.827169726577125,59.39558851543367,374,0,1,1,1,1
327,29.954405226931172,64.69984446208619,554,1,1,0,1,1
827,30.80222236818912,51.78840875889456,402,0,1,0,0,0
857,24.79643498084464,28.526273620072914,925,1,1,0,0,1
84,32.446489603454694,43.90718785150299,199,0,0,1,0,1
594,30.69569168846248,73.61107963561007,950,1,1,1,0,1
894,19.931883299117192,79.70984875932115,833,0,1,0,0,1
58,17.738560823396362,76.53448636771242,440,0,1,1,0,0
659,18.550054723219898,85.41903126602928,740,1,1,0,1,1
492,30.259308997882957,79.6829049125202,855,1,0,1,0,1
132,18.66603849681401,65.63214757594383,379,1,0,1,0,1
187,27.328211557955747,46.1453634945908,496,1,0,0,0,1
539,31.603356029441557,34.62434647777939,543,0,1,1,1,0
512,21.541308871668285,77.13782165027787,52,0,0,1,0,0
234,21.299833354345033,41.89289494623616,198,0,1,0,0,1
406,26.583571311684842,89.5782489086885,449,1,0,1,0,0
2,31.214062185026947,28.04822308862147,984,1,0,0,0,0
312,26.284983225784856,84.56335541654781,700,1,1,1,0,0
317,20.935690659263386,67.32730539595075,890,0,1,1,0,1
101,29.278957872624886,24.205129554635587,55,1,1,1,0,1
380,30.94820169639623,36.481903848298586,375,0,1,1,1,1
214,24.503868725604395,68.42653509772182,56,0,1,0,0,1
37,25.13519947866105,30.349720892779597,514,1,0,1,0,1
786,32.19986788212246,41.60846957694962,565,1,1,1,1,0
24,15.984287920440522,49.59936953620372,205,1,1,0,1,1
491,24.744510381453274,79.13660403734266,953,1,1,1,0,0
779,23.65847274308274,65.33005289656685,973,0,1,0,0,0
28,32.24307819035569,48.41071310926714,427,1,1,0,0,1
613,25.479424731683235,22.63615359606243,309,0,0,0,0,0
952,30.11178300061907,38.568490214726225,696,0,0,1,0,1
26,26.220996947796507,48.74096002482824,505,1,0,0,1,1
949,28.56493949465691,89.99504736798852,990,1,1,1,0,1
110,33.723062649151615,80.80188821399372,582,0,0,1,1,1
38,27.217099902743687,36.23321467688318,324,0,1,0,0,0
102,32.1688228881551,31.379257117497765,830,0,0,0,1,1
615,24.765575707301267,27.463512744227508,571,1,0,0,0,1
539,25.19387749145912,59.76098100690297,193,1,0,0,0,0
1015,32.238157173208705,58.69049016888449,40,0,0,1,1,1
756,29.927160609469034,73.49187628330637,804,0,0,1,0,0
199,26.986240769979712,62.03666949203037,358,0,0,1,1,1
876,15.988713365629279,68.87562229954528,146,0,1,0,1,1
125,25.292123599161577,61.49028629298983,863,1,0,0,1,1
990,22.727659576300837,38.72562063613313,10,0,0,0,0,0
172,23.899268999172918,32.543900942132375,266,0,1,0,1,1
195,27.608776055677055,30.6603223181037,576,1,1,1,1,1
407,19.527775170413562,52.979726245156954,229,1,0,1,0,0
497,29.26939061572655,78.6366932640774,534,1,1,0,0,1
641,31.747544101524035,38.76162513614605,381,1,0,0,0,0
1016,24.83541236399359,65.48861826846556,164,0,0,0,1,0
768,34.26756490219769,37.019977361615844,172,0,1,1,1,0
969,21.667233780210623,56.831670799930386,170,0,1,1,0,0
138,21.432173297194446,21.43676761631312,47,1,1,1,0,1
783,16.855172110781442,54.02751248365447,631,0,1,0,1,1
309,31.567263439555447,24.501371179724458,988,1,0,0,1,0
117,30.434505792252562,59.639674314294005,78,1,0,1,0,0
536,17.505219269818216,56.28785788837028,189,0,0,1,0,1
361,25.86206350424846,40.95992295641332,6,1,1,0,1,1
642,17.360023828641836,26.13267726728425,235,0,0,1,0,0
293,23.998420818803275,85.19812613899131,91,1,0,0,1,1
575,29.481413496651236,76.41118349472924,561,0,0,1,1,1
811,32.04613198595077,53.60529603946189,427,0,1,0,0,1
26,34.22205683500671,62.243903707659655,981,1,0,0,1,1
413,17.619084873024782,49.01433991834173,945,0,0,0,0,0
9,34.760779693273065,62.69408759930017,758,0,1,1,1,0
625,24.799170188074804,54.9593517257571,290,0,0,1,1,1
237,16.547039319316433,82.33174174884539,955,1,0,1,0,1
885,18.13443126971773,22.645839899102686,400,0,0,0,1,0
982,19.92632208068909,71.36959952073707,580,0,1,1,1,1
268,26.681900592422174,78.2824477908968,0,1,1,0,1,1
403,33.998757976938656,67.58386445477653,142,0,0,1,1,0
799,17.46550027787823,70.95677951658946,584,0,0,1,1,1
556,29.369918517381187,86.76651145386063,744,0,0,0,0,0
174,15.14710966962416,20.145817565075856,136,1,1,0,1,0
610,21.47742261475401,42.10060460978052,874,1,0,0,1,1
670,20.24384465523191,63.472701170344465,53,0,1,0,0,1
376,17.502687613199765,84.0322813137338,875,1,1,0,0,0
678,18.21302884217597,80.65529201309414,615,1,0,0,1,1
1004,30.294386141761983,28.978765039083378,78,0,0,1,1,0
957,15.00838345563002,53.65260091906572,733,0,1,1,1,0
446,18.06388477655547,77.99554486476319,36,0,0,1,1,1
170,29.68470145910845,72.49895847309554,218,0,1,1,1,0
593,21.665804063586265,27.160937086667367,828,0,0,0,1,1
283,34.52112948830609,50.93605048508182,919,1,1,1,0,0
977,26.939462946792965,77.21059699742932,333,0,1,1,1,0
446,20.283856173144123,26.132782775074624,698,0,1,0,1,0
575,15.338086596059776,52.45740942369235,967,0,0,1,1,1
758,29.89188752059711,77.08809050402651,101,1,0,0,0,0
690,30.03091911764089,63.608027141688765,107,1,0,0,0,1
174,23.04629779130495,43.13505192889046,959,0,0,1,0,0
31,20.733474767003575,82.53681598495652,385,0,1,1,1,1
411,31.45811904288644,68.59476130044743,966,0,0,0,0,0
689,25.538142326724792,81.2556385099347,580,1,0,0,1,1
366,33.1480252070846,23.421588712559352,901,1,1,0,1,1
755,18.006521736358184,32.71325947911354,169,1,1,0,0,1
283,34.56965819104245,48.664921841471184,827,1,1,1,1,0
251,23.395117323569515,74.25411533795015,504,0,0,0,0,1
364,17.22059381904317,36.0713370778699,96,0,0,1,1,1
300,18.711693805931905,67.15474666485886,114,0,0,0,0,1
333,31.643394382073932,85.92792680290592,635,0,1,1,1,0
527,17.174530828058046,40.620610978713984,50,0,0,1,0,1
308,15.436415663277101,53.35296248579526,394,0,0,1,1,1
528,27.635342704759992,27.51139967515293,918,1,1,0,1,1
450,26.2718285813354,26.652445986175692,955,1,1,0,0,1
256,32.190448573061865,27.975545505745508,665,1,1,1,0,1
496,20.369353123514824,62.02058332791914,131,0,1,0,0,0
281,28.983767430379046,43.05677121175451,599,0,1,0,0,1
400,24.433246962912307,25.361930047673,655,1,0,1,1,1
695,25.047028243532008,54.62309569665048,385,1,0,1,0,0
467,26.12352559959792,42.989528256860346,113,1,1,1,1,1
452,26.617941960148602,33.863031031849815,74,1,1,1,1,1
441,28.755487732700903,64.01488123701787,194,0,1,0,1,0
941,26.421668415879857,47.61854882368836,861,0,1,1,1,1
729,29.04910965105079,37.279535950674685,433,0,1,0,0,0
689,16.940433095478834,50.483315699583954,464,1,1,0,1,1
293,16.77490034388449,63.521910099731535,288,1,1,1,0,1
171,24.94964283724355,85.4615685868597,965,0,1,0,1,1
414,20.83718201044969,48.62973882841424,162,0,1,1,1,1
472,17.817405805660695,56.37773666651085,760,1,1,0,0,0
81,34.86442950820779,44.463547943705635,92,1,0,1,0,0
624,22.80503794577296,30.77722397895856,901,0,1,1,0,0
153,16.626961464340997,29.45973693697297,749,1,0,1,1,0
605,17.871594985480755,38.32151873769885,840,1,1,1,1,0
159,20.526504091154127,80.88246769443651,294,0,0,1,1,0
762,29.108958252076185,26.648073965020043,218,1,0,1,1,0
601,27.680139229330017,70.26548406934472,165,1,0,1,0,1
960,16.371929414297806,49.94474207815066,68,0,0,0,1,1
271,20.485248086608607,84.26007571869775,53,1,0,1,0,0
601,34.31928827805089,20.0913677631432,52,1,1,0,0,0
310,19.738723613055704,23.177866992707212,814,0,0,0,0,0
4,27.923758933171044,59.17324828840924,463,1,0,0,0,0
967,26.40098747397616,41.791635579183264,564,0,0,0,0,1
278,15.483338506739583,36.573919823016645,794,1,1,1,0,0
976,30.196342549542578,55.59573175202137,671,0,1,0,0,1
186,25.61697976984934,62.2997905119947,700,0,1,1,0,1
551,20.27806744809729,35.28017635916281,443,1,0,1,1,1
450,18.866408615556733,46.72720592132197,724,1,0,0,0,0
704,32.94783814908885,41.94823315944409,653,0,0,0,1,0
321,29.49622335553792,69.3951331711605,997,0,1,1,1,1
585,15.642234494054994,56.74858931332394,471,1,1,0,1,1
67,25.662659934631783,85.62564579576862,38,1,1,0,0,1
474,34.61688929816607,54.16407937018841,147,1,1,0,1,0
780,33.415365971292786,42.505488526800036,468,0,0,0,1,0
896,18.252954619537206,37.574095369825194,461,1,0,1,1,0
88,16.339070040244327,80.29148070474861,381,0,1,1,1,1
564,17.825175987448123,66.8718675382974,845,0,1,0,0,1
1010,25.821207785943358,48.30916868632885,908,1,0,0,0,1
1003,26.643196706602186,52.94303621207874,609,1,1,1,1,0
455,31.165911322153498,57.753144192691096,268,1,0,0,0,1
916,22.04956040067458,37.84372073567137,36,0,0,1,0,0
12,24.69026339591659,83.6235686619205,940,1,0,0,0,1
155,26.576017674661514,61.55963000089218,598,0,0,0,1,0
812,30.713853521118843,38.29767314395653,205,1,0,0,1,1
865,28.327825198371453,40.10330100590029,924,1,0,1,1,0
791,19.586180555947088,72.07662872374699,997,1,0,0,1,1
537,24.35342698176003,64.11027025520343,324,1,1,0,1,0
675,16.848778027192086,42.10470827276375,702,1,1,1,1,0
648,24.305799362254632,56.200164567414426,108,1,0,0,0,1
643,22.452780767006146,83.17320641273261,274,0,0,1,1,0
839,17.763978633296475,75.98006169006482,370,0,1,0,0,0
260,28.895477215273978,80.42677428698894,312,1,1,0,0,0
662,17.20210213831987,36.11707769201195,279,0,1,1,0,1
220,26.487559314592374,70.05762335610663,666,1,0,0,0,1
596,29.981491891840967,74.21153658335194,378,1,1,1,1,1
792,19.28501804426196,33.28930462198635,732,0,1,1,0,1
772,15.996204518326017,52.80849355626409,943,0,0,1,0,0
538,34.87811179265625,30.519575589635156,985,0,0,0,0,0
890,29.191524146688828,89.01656625120711,96,0,0,0,1,0
206,25.298559460912976,59.27765654202803,155,0,0,1,0,0
893,31.471877675827656,50.2457603960826,902,1,1,0,0,0
320,33.697125754179226,56.67549483594801,190,0,1,1,0,0
493,29.67699757438855,48.89122266112247,146,0,1,1,1,0
244,31.14133602295871,41.11150487826646,530,0,1,0,1,1
1006,34.55249114626295,21.06921828343893,100,1,0,1,1,1
694,34.421305384340876,21.74116376658631,832,0,1,1,1,0
679,17.429022725034628,62.423703150467624,877,0,0,1,0,1
76,15.787830216935477,78.10918541153609,672,1,0,0,1,0
551,20.965159214913555,23.679281872085806,370,1,1,0,0,1
162,28.51435034549911,86.70353547235347,756,1,0,1,1,0
316,26.493513156628552,37.069162663591484,351,1,0,1,1,0
875,23.32407243242649,55.56941160603498,425,1,0,0,1,1
641,34.2211981665605,38.24421549095166,196,0,0,0,0,1
610,33.78238418884941,86.05400049134846,180,0,1,1,0,1
303,34.56952111465537,81.0531647124545,774,0,0,1,0,0
945,24.953145337543734,77.15870669340427,563,0,1,0,0,1
662,18.26109806140439,70.38487516852592,105,0,0,0,0,1
58,16.885819619601126,34.236380497126234,971,0,1,0,0,1
801,21.742419723597344,46.91985822191481,967,0,1,0,0,0
5,24.784392033832688,58.06884492474329,613,0,0,0,1,1
111,15.616442235022191,46.347011115511776,209,0,0,1,1,1
354,27.38276284763033,70.58791584855246,74,1,0,1,0,0
592,24.55081112087552,59.834106379676285,256,1,1,1,1,0
12,27.77692886072932,54.140319075470785,187,1,0,0,1,0
124,29.578751610084648,65.99263966664923,45,0,0,0,0,1
223,15.131942207552878,86.07001598132084,313,1,0,1,1,0
889,34.33816948691718,47.728192288727094,173,0,1,0,0,1
355,30.147841259077055,59.51209359557577,292,0,1,1,1,0
634,34.194655569252404,25.421241662899966,943,0,0,0,1,1
421,17.630640684354063,24.47603838817963,698,1,1,1,0,1
323,34.81451347616462,47.69311983110847,454,1,0,0,1,0
575,29.684672025957852,68.83199082257273,566,0,0,1,1,0
627,23.956044694625724,34.82843590011657,393,1,1,1,0,0
768,33.67638328981481,41.912738968777035,994,0,0,1,1,0
193,24.120507953543125,20.28205133168152,325,1,0,0,0,1
349,27.893260031000214,21.75853457105641,549,1,1,0,1,1
327,27.877776033070532,64.61577361986471,923,1,0,1,0,0
896,34.68212451153255,44.4565814955551,183,0,0,0,1,0
755,20.7690447797538,39.44866073900155,743,1,0,0,1,1
953,32.637386011706866,63.04603786522925,670,1,0,0,1,0
349,31.833281114250358,72.40979436605926,55,1,0,1,0,1
465,16.14650800016629,47.696410436852986,480,0,1,1,0,0
1023,32.25989433813655,37.54762167651415,779,0,0,0,0,0
781,20.992546334938247,58.834931397145894,599,0,1,1,0,0
649,21.695733139558413,37.33298937827729,623,0,0,1,1,1
764,34.24231654182351,61.71983580270671,48,1,0,1,0,0
612,25.28879873279699,33.67443638048943,109,0,0,0,1,0
480,26.08017987294739,48.33878483567089,46,1,1,1,0,0
181,16.466851217764315,72.48210842369487,732,1,0,0,0,1
1011,29.8664220099009,46.655241382515655,73,0,1,1,0,1
344,31.316949514902145,72.73199683332396,289,1,1,1,1,0
404,28.695893963044057,56.75900386491513,136,0,0,1,0,0
438,24.840981164101922,73.96895326624147,85,1,1,0,1,0
464,30.553366738372937,66.25501981890685,850,0,0,0,0,0
737,30.67803113972802,28.516540433459888,75,0,1,0,1,1
550,20.920501546610645,38.63233787217902,129,1,1,0,1,1
608,23.72115334188267,78.61607336405744,511,1,0,0,0,0
596,32.83082044312992,88.24858893500593,495,0,0,1,1,0
613,18.403458702388633,58.69405928631482,117,1,1,0,1,0
697,24.452976109044528,23.247587556887932,65,0,0,1,1,1
700,16.575362842578272,77.91892258100602,14,1,0,1,1,1
1015,34.24435409767878,68.15857225354162,1018,0,0,1,0,0
71,20.288492983986423,44.3571915738096,459,0,0,1,1,0
782,17.973535641970297,31.923131266661358,692,1,0,0,0,1
839,31.18627023621049,29.880364147645682,429,1,1,0,0,0
465,33.8991959620284,37.93539195003177,292,1,1,1,1,1
244,34.35558954082997,47.15513409022293,524,0,0,0,0,0
664,22.40407134084581,78.59758279530314,554,1,0,1,1,1
625,26.367954781425365,33.69125661802118,305,0,0,1,0,1
948,29.45732064117759,40.1392005657424,40,1,1,0,1,0
856,24.63707752291243,53.66380244868689,886,1,0,0,1,1
31,20.023075900881867,86.7430078977661,856,0,0,0,1,1
220,29.842870649961192,48.922688436378564,334,0,0,0,0,0
393,16.80932640339147,38.11412893343493,241,1,0,0,0,0
398,32.49049528951162,69.00010572788824,376,0,1,0,1,1
273,20.135755781856822,36.42373815277432,446,1,1,1,1,0
197,15.615224662971327,62.04127808531079,932,0,0,0,0,1
409,22.686449864225736,87.82851721806507,235,1,0,0,1,0
28,27.117134469701007,53.118506854310105,428,1,1,1,0,0
93,28.704893242339917,43.74680917923785,124,0,1,1,1,1
142,19.794105134320557,81.44817841342959,307,1,1,0,1,1
1012,18.89678544379422,46.72204126133262,608,1,0,0,1,1
531,23.15455685958424,27.985808096221632,288,1,1,0,1,0
648,25.7163443622516,66.56697281320294,1021,1,1,0,0,0
575,32.81216339926839,61.5088300127468,814,1,0,1,1,0
342,33.62404233969712,85.86476410691012,785,1,1,0,1,1
379,16.72289285316388,82.14360372239764,279,0,1,1,1,0
1020,21.645541412120263,61.99014275042382,426,1,1,1,1,1
878,33.446462788874314,83.42483116537719,691,1,0,1,1,1
127,20.6302112637893,33.333941237141474,518,0,0,1,1,1
723,24.91436156120242,83.5726627860528,833,1,1,0,1,0
709,33.91022013960902,33.25600153794074,709,0,0,0,0,1
901,20.76856238510958,56.637912108018945,331,1,0,1,0,1
383,33.159847429730036,79.604173422699,462,0,0,0,1,1
1003,22.184938976103982,84.16413113022239,554,1,0,1,1,0
988,29.46331912787734,75.94116661459844,855,0,0,0,0,0
778,26.579062861866248,30.761357524825385,106,0,1,1,0,1
354,22.076728006415305,87.27851981593834,461,1,0,0,0,1
720,33.701283767782044,81.51349790649061,374,0,1,1,0,0
191,25.436784357575917,67.17811416841917,715,1,0,0,1,0
328,34.32503356330231,76.99924548020725,656,1,0,1,1,0
114,28.236035175469613,39.97798761189682,392,1,0,1,0,1
275,24.041887552593863,60.619998519772274,805,1,1,0,1,0
671,30.490196301584717,56.591337932809864,121,0,1,0,0,1
480,22.73437193819442,69.5275108280684,10,0,0,1,1,0
727,18.44204802298991,80.26899682418525,708,0,0,1,0,1
763,19.20191995105471,37.426691311380026,597,1,0,0,0,0
800,16.603228730180348,33.69778918183982,604,0,1,0,0,0
967,23.720925595257086,34.82527581030604,450,0,1,1,1,1
597,20.565283377970133,86.89077732318857,759,1,0,0,1,0
470,31.66057521497637,32.88447700414626,756,1,1,0,0,0
446,22.899183353948736,74.43940429687893,27,1,1,1,1,0
419,24.922834335950196,60.134115633049305,914,0,1,0,1,0
104,31.96456058180476,68.89774947108559,694,1,1,0,0,0
45,17.473543029884972,74.08017656655653,599,1,1,0,1,1
839,17.898057409679183,59.19504777437968,243,0,1,0,1,1
145,20.470431601838264,49.634748078364126,942,1,0,0,0,1
936,17.384000308177153,65.87071333778545,601,0,0,1,0,1
669,28.764712201592488,65.85841792011809,277,0,1,0,0,0
781,18.666291798627615,47.23019525667763,113,1,1,0,0,1
894,23.83010662476906,48.54755853693398,286,1,1,0,1,1
310,24.759814591318722,55.543658414793626,578,1,1,1,1,0
633,33.019147610432,32.207540212168226,764,1,1,1,0,1
58,26.4244324594758,61.02605452739058,723,1,0,1,0,0
289,34.71076109117081,66.86171112083561,271,1,0,0,0,0
677,31.58395556270002,57.009248795607746,1016,1,1,0,1,1
222,34.53362535200745,74.86739267002059,1015,1,0,0,0,1
408,17.873603269738258,25.407277932519943,108,1,0,0,1,0
366,24.739460011194623,68.34868021800747,801,0,0,1,0,1
60,33.454595545818016,45.7819636924835,302,0,0,0,1,0
68,22.785196677271443,57.566350107490955,874,1,0,1,0,1
614,28.60746925039289,85.37913719104665,818,0,0,1,0,0
31,26.013645740043035,70.05195180578139,249,1,1,1,0,0
1001,20.362684352377165,79.48161678180313,153,0,0,0,0,0
159,20.0739079018686,54.18438663072937,827,1,1,0,1,0
228,19.47105894745895,24.60453794077771,982,1,0,0,0,1
696,29.608188384702668,86.60489636616514,323,0,0,0,1,0
1023,16.264720622175133,88.30809044803348,291,0,1,0,0,1
237,28.063020806551563,79.57347113604726,672,1,1,1,1,0
108,33.127205287538956,22.716323162999267,727,1,1,1,0,1
77,19.810836828982197,54.09669382402332,351,0,1,0,1,0
358,21.861269939073004,76.94847357224268,121,1,0,1,0,1
821,31.68554624551206,28.489967165420996,70,0,0,0,0,0
647,15.866964574086634,83.12008285693423,134,0,1,1,0,1
388,18.13043744178612,80.68017055139745,467,0,1,1,0,0
21,34.39981360843033,87.79447809001613,328,0,1,0,1,1
474,25.6093575220519,31.89441972207492,102,0,0,1,0,1
897,26.64787330525492,64.60817436635325,192,0,0,1,1,1
724,33.90607909797484,36.94173855247552,812,0,1,1,1,1
406,25.048195182590995,74.60439583806394,34,0,1,0,1,0
819,15.486836293839321,61.66812171406346,589,0,0,0,1,1
895,25.502116498090203,60.758225595842426,442,1,0,0,1,1
249,27.32580158159422,42.202038027609845,809,0,0,1,0,1
726,27.5599352696033,34.44496414483109,971,1,1,1,0,1
699,17.273131329053165,45.624606727249336,38,1,1,1,0,0
595,22.673126915896493,63.07693174105441,236,1,0,0,0,1
537,26.4126093031209,61.52003391652079,31,1,1,1,0,0
1016,27.16587924349011,80.54422675775297,778,0,1,1,1,1
893,30.10036811278837,52.05309334366084,110,0,0,0,0,0
385,31.499814354034534,64.53721558719889,544,1,1,1,1,1
674,23.592110561794527,42.389295996719795,121,1,1,0,0,1
611,31.648898904995022,40.276299899171676,47,0,1,1,1,0
386,16.78133635056488,57.603531331497486,889,1,1,0,1,1
898,22.112734839777463,50.13806256631085,1012,0,0,1,1,1
623,26.502911868298384,59.858116641708314,43,0,0,0,1,0
719,24.86715889552631,27.10752787283244,417,0,0,1,1,0
930,29.369004502531702,79.34770019740397,397,0,1,1,0,0
293,22.390209052146105,32.81606889726225,743,0,0,1,1,1
941,22.09530506603821,64.22046183991552,712,0,0,0,0,1
7,32.976418349661735,64.44242651794151,85,0,0,0,0,0
983,22.376211052163075,30.22233179964548,390,1,1,0,1,1
636,34.906908929628116,54.92809500769979,55,1,1,1,0,1
278,29.606207632508227,34.20518279262201,444,0,0,1,1,1
755,22.125363342163812,21.126738700525088,757,0,0,0,1,0
895,24.50841870178664,62.23845793230086,36,1,0,0,1,0
920,24.249555222005338,77.71343374457268,226,0,0,1,0,1
474,20.86331273649728,31.702199509244004,712,1,1,1,1,0
459,18.491832152040544,87.08340574662928,355,1,1,1,0,1
640,33.568532953976515,59.54855373968678,441,0,0,0,1,1
842,19.597508845918576,37.4983947397764,724,1,0,1,1,1
457,31.681994455573186,82.98286788076553,63,0,1,0,1,0
620,20.339644838693395,23.422594854860584,413,1,1,0,1,1
515,25.582708852099323,50.00016018455409,501,0,0,1,0,0
205,15.414027507407027,23.67340125016602,914,0,1,0,0,1
903,34.34311799785445,75.88922333768774,100,0,1,0,1,1
440,26.18954442553735,26.81660001669048,569,0,1,0,1,1
523,26.134383423996596,45.08645240415842,405,0,0,0,0,0
931,25.8792176448231,49.08057796103016,655,1,0,0,1,0
624,27.904127631157216,46.41370861789769,602,0,1,0,1,1
24,19.897354287262615,48.44309166167893,485,1,1,1,1,0
969,31.940619059306243,26.90532894600043,146,0,0,1,0,0
144,23.232334639437564,27.790508124648753,236,1,1,1,0,0
161,27.540760809525878,63.0849950676807,861,0,0,1,1,1
800,32.93806295660294,54.9077811465831,938,1,0,0,1,0
191,31.88800386909929,44.89458666636747,118,0,0,0,0,0
977,33.00304826791167,87.01805846050354,182,0,0,1,1,0
568,18.97836201372291,51.45779185474165,912,0,1,0,1,0
480,21.110113047602994,53.21283022898964,709,1,0,0,1,1
688,24.586438131464316,49.50367393568061,244,1,1,0,1,0
716,22.814181186425632,88.5775220727852,138,1,1,0,1,1
598,18.91995188908267,48.600166309528504,863,0,0,0,1,0
